,reaction_id,rxn_smiles,products_run,PatentNumber
451,239570,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH3:9][O:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[CH:17]([CH3:18])[CH3:19]>C(#N)C>[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH3:9])[c:16]([CH:17]([CH3:18])[CH3:19])[cH:15]1,[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH3:9])[c:16]([CH:17]([CH3:18])[CH3:19])[cH:15]1.[Br:1][c:12]1[c:11]([O:10][CH3:9])[c:16]([CH:17]([CH3:18])[CH3:19])[cH:15][cH:14][cH:13]1.[Br:1][c:13]1[cH:12][c:11]([O:10][CH3:9])[c:16]([CH:17]([CH3:18])[CH3:19])[cH:15][cH:14]1.[Br:1][c:15]1[cH:14][cH:13][cH:12][c:11]([O:10][CH3:9])[c:16]1[CH:17]([CH3:18])[CH3:19],US06194454B1
452,239448,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[n:9]1[cH:10][cH:11][c:12](-[c:13]2[n:14]3[c:15]([c:16]([C:17]#[N:18])[cH:19]2)[CH2:20][CH2:21][CH2:22][CH2:23]3)[cH:24][cH:25]1>>[Br:1][c:19]1[c:13](-[c:12]2[cH:11][cH:10][n:9][cH:25][cH:24]2)[n:14]2[c:15]([c:16]1[C:17]#[N:18])[CH2:20][CH2:21][CH2:22][CH2:23]2,[Br:1][c:19]1[c:13](-[c:12]2[cH:11][cH:10][n:9][cH:25][cH:24]2)[n:14]2[c:15]([c:16]1[C:17]#[N:18])[CH2:20][CH2:21][CH2:22][CH2:23]2.[Br:1][c:25]1[n:9][cH:10][cH:11][c:12](-[c:13]2[n:14]3[c:15]([c:16]([C:17]#[N:18])[cH:19]2)[CH2:20][CH2:21][CH2:22][CH2:23]3)[cH:24]1.[Br:1][c:24]1[c:12](-[c:13]2[n:14]3[c:15]([c:16]([C:17]#[N:18])[cH:19]2)[CH2:20][CH2:21][CH2:22][CH2:23]3)[cH:11][cH:10][n:9][cH:25]1,US06194426B1
453,240774,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[Cl:9][c:10]1[c:11]([Cl:12])[cH:13][c:14]([NH2:15])[c:16]([N+:17]([O-:18])=[O:19])[cH:20]1>CN(C)C=O>[Cl:1][c:13]1[c:11]([Cl:12])[c:10]([Cl:9])[cH:20][c:16]([N+:17]([O-:18])=[O:19])[c:14]1[NH2:15],[Cl:1][c:13]1[c:11]([Cl:12])[c:10]([Cl:9])[cH:20][c:16]([N+:17]([O-:18])=[O:19])[c:14]1[NH2:15].[Cl:1][c:20]1[c:10]([Cl:9])[c:11]([Cl:12])[cH:13][c:14]([NH2:15])[c:16]1[N+:17]([O-:18])=[O:19],US06204249B1
454,240756,[Cl:1][Cl:2].[Cl:3][c:4]1[c:5](-[c:6]2[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]([CH3:14])[n:15]2)[n:16][cH:17][c:18]([Cl:19])[cH:20]1>C(O)(=O)C>[Cl:2][c:7]1[c:6](-[c:5]2[c:4]([Cl:3])[cH:20][c:18]([Cl:19])[cH:17][n:16]2)[n:15][n:13]([CH3:14])[c:8]1[C:9]([F:10])([F:11])[F:12],[Cl:2][c:7]1[c:6](-[c:5]2[c:4]([Cl:3])[cH:20][c:18]([Cl:19])[cH:17][n:16]2)[n:15][n:13]([CH3:14])[c:8]1[C:9]([F:10])([F:11])[F:12].[Cl:2][c:20]1[c:4]([Cl:3])[c:5](-[c:6]2[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]([CH3:14])[n:15]2)[n:16][cH:17][c:18]1[Cl:19].[Cl:2][c:17]1[n:16][c:5](-[c:6]2[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]([CH3:14])[n:15]2)[c:4]([Cl:3])[cH:20][c:18]1[Cl:19],US06204221B1
455,240537,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH2:9]([O:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1-[c:17]1[nH:18][c:19](=[O:20])[c:21]2[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]2[n:29]1)[CH3:30]>CN(C=O)C>[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH2:9][CH3:30])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]3[n:29]2)[cH:15]1,[Br:1][c:14]1[cH:13][cH:12][c:11]([O:10][CH2:9][CH3:30])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]3[n:29]2)[cH:15]1.[Br:1][c:12]1[c:11]([O:10][CH2:9][CH3:30])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]3[n:29]2)[cH:15][cH:14][cH:13]1.[Br:1][c:13]1[cH:12][c:11]([O:10][CH2:9][CH3:30])[c:16](-[c:17]2[nH:18][c:19](=[O:20])[c:21]3[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]3[n:29]2)[cH:15][cH:14]1.[Br:1][c:15]1[cH:14][cH:13][cH:12][c:11]([O:10][CH2:9][CH3:30])[c:16]1-[c:17]1[nH:18][c:19](=[O:20])[c:21]2[cH:22][n:23][n:24]([CH2:25][CH2:26][CH3:27])[c:28]2[n:29]1.[Br:1][c:22]1[c:21]2[c:19](=[O:20])[nH:18][c:17](-[c:16]3[c:11]([O:10][CH2:9][CH3:30])[cH:12][cH:13][cH:14][cH:15]3)[n:29][c:28]2[n:24]([CH2:25][CH2:26][CH3:27])[n:23]1,US06200980B1
456,240780,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[Cl:9][c:10]1[c:11]([Cl:12])[cH:13][c:14]([NH2:15])[c:16]([N+:17]([O-:18])=[O:19])[cH:20]1>CN(C)C=O>[Br:1][c:13]1[c:11]([Cl:12])[c:10]([Cl:9])[cH:20][c:16]([N+:17]([O-:18])=[O:19])[c:14]1[NH2:15],[Br:1][c:13]1[c:11]([Cl:12])[c:10]([Cl:9])[cH:20][c:16]([N+:17]([O-:18])=[O:19])[c:14]1[NH2:15].[Br:1][c:20]1[c:10]([Cl:9])[c:11]([Cl:12])[cH:13][c:14]([NH2:15])[c:16]1[N+:17]([O-:18])=[O:19],US06204249B1
457,241384,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]1[CH3:11].[N+:12]([O-:13])([OH:14])=[O:15]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([N+:12]([O-:14])=[O:15])[c:7]([O:8][CH3:9])[c:10]1[CH3:11],[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([N+:12]([O-:14])=[O:15])[c:7]([O:8][CH3:9])[c:10]1[CH3:11].[CH3:1][O:2][c:3]1[cH:4][c:5]([N+:12]([O-:14])=[O:15])[cH:6][c:7]([O:8][CH3:9])[c:10]1[CH3:11],US06211196B1
458,241886,[Br:1][Br:2].[CH3:3][O:4][c:5]1[cH:6][c:7]([CH:8]=[O:9])[cH:10][cH:11][cH:12]1>ClCCl>[Br:2][c:10]1[c:7]([CH:8]=[O:9])[cH:6][c:5]([O:4][CH3:3])[cH:12][cH:11]1,[Br:2][c:10]1[c:7]([CH:8]=[O:9])[cH:6][c:5]([O:4][CH3:3])[cH:12][cH:11]1.[Br:2][c:6]1[c:5]([O:4][CH3:3])[cH:12][cH:11][cH:10][c:7]1[CH:8]=[O:9].[Br:2][c:12]1[c:5]([O:4][CH3:3])[cH:6][c:7]([CH:8]=[O:9])[cH:10][cH:11]1.[Br:2][c:11]1[cH:10][c:7]([CH:8]=[O:9])[cH:6][c:5]([O:4][CH3:3])[cH:12]1,US06211234B1
459,242512,[CH3:1][N:2]1[CH2:3][CH2:4][C:5](=[C:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH2:13][CH2:14][n:15]3[cH:16][cH:17][n:18][c:19]32)[CH2:20][CH2:21]1.[Cl:22][N:23]1[C:24](=[O:25])[CH2:26][CH2:27][C:28]1=[O:29]>C(Cl)Cl.C(OOC(=O)C1C=CC=CC=1)(=O)C1C=CC=CC=1>[CH3:1][N:2]1[CH2:3][CH2:4][C:5](=[C:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH2:13][CH2:14][n:15]3[c:16]([Cl:22])[cH:17][n:18][c:19]32)[CH2:20][CH2:21]1,[CH3:1][N:2]1[CH2:3][CH2:4][C:5](=[C:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH2:13][CH2:14][n:15]3[c:16]([Cl:22])[cH:17][n:18][c:19]32)[CH2:20][CH2:21]1.[CH3:1][N:2]1[CH2:3][CH2:4][C:5](=[C:6]2[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH2:13][CH2:14][n:15]3[cH:16][c:17]([Cl:22])[n:18][c:19]32)[CH2:20][CH2:21]1,US06218381B1
460,242168,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[Cl:9][c:10]1[cH:11][cH:12][n:13][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22]1>CC#N>[Cl:1][c:11]1[c:10]([Cl:9])[cH:22][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[n:13][cH:12]1,[Cl:1][c:11]1[c:10]([Cl:9])[cH:22][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[n:13][cH:12]1.[Cl:1][c:22]1[c:10]([Cl:9])[cH:11][cH:12][n:13][c:14]1[NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21].[Cl:1][c:12]1[cH:11][c:10]([Cl:9])[cH:22][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[n:13]1,US06214801B1
461,242547,[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([cH:7][cH:8][cH:9][cH:10]2)[CH2:11][CH2:12]1.[N+:13]([O-:14])([OH:15])=[O:16]>ClCCl.OS(O)(=O)=O>[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([cH:7][cH:8][c:9]([N+:13]([O-:15])=[O:16])[cH:10]2)[CH2:11][CH2:12]1,[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([cH:7][cH:8][c:9]([N+:13]([O-:15])=[O:16])[cH:10]2)[CH2:11][CH2:12]1.[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([cH:7][cH:8][cH:9][c:10]2[N+:13]([O-:15])=[O:16])[CH2:11][CH2:12]1.[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([c:7]([N+:13]([O-:15])=[O:16])[cH:8][cH:9][cH:10]2)[CH2:11][CH2:12]1.[CH:1]1([C:2]([OH:3])=[O:4])[c:5]2[c:6]([cH:7][c:8]([N+:13]([O-:15])=[O:16])[cH:9][cH:10]2)[CH2:11][CH2:12]1,US06218394B1
462,242372,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH2:9]([O:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([OH:17])[cH:18][cH:19]1)[CH3:20]>C(#N)C>[Br:1][c:18]1[c:16]([OH:17])[cH:15][cH:14][c:13]([C:11]([O:10][CH2:9][CH3:20])=[O:12])[cH:19]1,[Br:1][c:18]1[c:16]([OH:17])[cH:15][cH:14][c:13]([C:11]([O:10][CH2:9][CH3:20])=[O:12])[cH:19]1.[Br:1][c:19]1[c:13]([C:11]([O:10][CH2:9][CH3:20])=[O:12])[cH:14][cH:15][c:16]([OH:17])[cH:18]1,US06214877B1
463,242768,[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[cH:10][cH:11]1.[N+:12]([O-:13])([OH:14])=[O:15]>S(=O)(=O)(O)O>[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[cH:10][c:11]1[N+:12]([O-:14])=[O:15],[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[cH:10][c:11]1[N+:12]([O-:14])=[O:15].[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C:7]([OH:8])=[O:9])[c:10]([N+:12]([O-:14])=[O:15])[cH:11]1,US06218547B1
465,243181,[I:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]([OH:9])=[O:10].[N+:11]([O-:12])([OH:13])=[O:14]>S(=O)(=O)(O)O>[I:1][c:2]1[cH:3][cH:4][c:5]([N+:11]([O-:13])=[O:14])[cH:6][c:7]1[C:8]([OH:9])=[O:10],[I:1][c:2]1[cH:3][cH:4][c:5]([N+:11]([O-:13])=[O:14])[cH:6][c:7]1[C:8]([OH:9])=[O:10].[I:1][c:2]1[c:3]([N+:11]([O-:13])=[O:14])[cH:4][cH:5][cH:6][c:7]1[C:8]([OH:9])=[O:10].[I:1][c:2]1[cH:3][c:4]([N+:11]([O-:13])=[O:14])[cH:5][cH:6][c:7]1[C:8]([OH:9])=[O:10].[I:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:11]([O-:13])=[O:14])[c:7]1[C:8]([OH:9])=[O:10],US06225323B1
466,243117,[Br:1][N:2]1[C:3]([CH3:4])([CH3:5])[C:6](=[O:7])[N:8]([Br:9])[C:10]1=[O:11].[CH3:12][NH:13][c:14]1[cH:15][cH:16][n:17][cH:18][cH:19]1>O1CCCC1>[Br:1][c:19]1[c:14]([NH:13][CH3:12])[cH:15][cH:16][n:17][cH:18]1,[Br:1][c:19]1[c:14]([NH:13][CH3:12])[cH:15][cH:16][n:17][cH:18]1.[Br:1][c:18]1[n:17][cH:16][cH:15][c:14]([NH:13][CH3:12])[cH:19]1,US06225316B1
467,243282,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH3:9][N:10]1[CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25]1=[O:26]>C(Cl)Cl>[Br:1][c:14]1[cH:13][c:12]2[c:17]([cH:16][cH:15]1)[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25](=[O:26])[N:10]([CH3:9])[CH2:11]2,[Br:1][c:14]1[cH:13][c:12]2[c:17]([cH:16][cH:15]1)[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25](=[O:26])[N:10]([CH3:9])[CH2:11]2.[Br:1][c:13]1[c:12]2[c:17]([cH:16][cH:15][cH:14]1)[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25](=[O:26])[N:10]([CH3:9])[CH2:11]2.[Br:1][c:15]1[cH:14][cH:13][c:12]2[c:17]([cH:16]1)[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25](=[O:26])[N:10]([CH3:9])[CH2:11]2.[Br:1][c:16]1[cH:15][cH:14][cH:13][c:12]2[c:17]1[NH:18][CH:19]([CH2:20][C:21]([O:22][CH3:23])=[O:24])[C:25](=[O:26])[N:10]([CH3:9])[CH2:11]2,US06225465B1
468,244067,[CH3:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][c:8]1[NH2:9].[Cl:10][N:11]1[C:12](=[O:13])[CH2:14][CH2:15][C:16]1=[O:17]>CN(C=O)C>[CH3:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([Cl:10])[c:8]1[NH2:9],[CH3:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([Cl:10])[c:8]1[NH2:9].[CH3:1][c:2]1[c:3]([CH3:4])[c:5]([Cl:10])[cH:6][cH:7][c:8]1[NH2:9].[CH3:1][c:2]1[c:3]([CH3:4])[cH:5][c:6]([Cl:10])[cH:7][c:8]1[NH2:9],US06235740B1
469,244247,[C:1]1(=[O:2])[c:3]2[c:4]([cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][CH2:11]1.[N+:12]([O-:13])([OH:14])=[O:15]>O>[C:1]1(=[O:2])[c:3]2[c:4]([cH:5][cH:6][c:7]([N+:12]([O-:14])=[O:15])[cH:8]2)[CH2:9][CH2:10][CH2:11]1,[C:1]1(=[O:2])[c:3]2[c:4]([cH:5][cH:6][c:7]([N+:12]([O-:14])=[O:15])[cH:8]2)[CH2:9][CH2:10][CH2:11]1.[C:1]1(=[O:2])[c:3]2[c:4]([cH:5][cH:6][cH:7][c:8]2[N+:12]([O-:14])=[O:15])[CH2:9][CH2:10][CH2:11]1.[C:1]1(=[O:2])[c:3]2[c:4]([c:5]([N+:12]([O-:14])=[O:15])[cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][CH2:11]1.[C:1]1(=[O:2])[c:3]2[c:4]([cH:5][c:6]([N+:12]([O-:14])=[O:15])[cH:7][cH:8]2)[CH2:9][CH2:10][CH2:11]1,US06235789B1
470,245634,[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[cH:8][cH:9][c:10]1[O:11][CH2:12][CH3:13])[CH3:14].[N+:15]([O-:16])([OH:17])=[O:18]>ClCCCl>[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[c:8]([N+:15]([O-:16])=[O:18])[cH:9][c:10]1[O:11][CH2:12][CH3:13])[CH3:14],[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[c:8]([N+:15]([O-:16])=[O:18])[cH:9][c:10]1[O:11][CH2:12][CH3:13])[CH3:14].[CH2:1]([O:2][c:3]1[c:4]([N+:15]([O-:16])=[O:18])[c:5]([CH:6]=[O:7])[cH:8][cH:9][c:10]1[O:11][CH2:12][CH3:13])[CH3:14].[CH2:1]([O:2][c:3]1[cH:4][c:5]([CH:6]=[O:7])[cH:8][c:9]([N+:15]([O-:16])=[O:18])[c:10]1[O:11][CH2:12][CH3:13])[CH3:14],US06242644B1
471,246045,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[c:11]2[c:12]([c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19][cH:20]1)[O:21][CH2:22][CH2:23][O:24]2>O1CCOCC1.O>[Cl:1][c:20]1[c:10]([NH2:9])[c:11]2[c:12]([c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19]1)[O:21][CH2:22][CH2:23][O:24]2,[Cl:1][c:20]1[c:10]([NH2:9])[c:11]2[c:12]([c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[cH:19]1)[O:21][CH2:22][CH2:23][O:24]2.[Cl:1][c:19]1[c:13]([C:14]([O:15][CH2:16][CH3:17])=[O:18])[c:12]2[c:11]([c:10]([NH2:9])[cH:20]1)[O:24][CH2:23][CH2:22][O:21]2,US06248757B1
472,246019,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[c:9]1(=[O:10])[c:11]2[c:12]([cH:13][cH:14][cH:15][cH:16]2)[cH:17][cH:18][nH:19]1>C(#N)C>[Cl:1][c:17]1[c:12]2[c:11]([c:9](=[O:10])[nH:19][cH:18]1)[cH:16][cH:15][cH:14][cH:13]2,[Cl:1][c:17]1[c:12]2[c:11]([c:9](=[O:10])[nH:19][cH:18]1)[cH:16][cH:15][cH:14][cH:13]2.[Cl:1][c:16]1[c:11]2[c:9](=[O:10])[nH:19][cH:18][cH:17][c:12]2[cH:13][cH:14][cH:15]1.[Cl:1][c:13]1[c:12]2[c:11]([c:9](=[O:10])[nH:19][cH:18][cH:17]2)[cH:16][cH:15][cH:14]1.[Cl:1][c:14]1[cH:13][c:12]2[c:11]([c:9](=[O:10])[nH:19][cH:18][cH:17]2)[cH:16][cH:15]1.[Cl:1][c:15]1[cH:14][cH:13][c:12]2[c:11]([c:9](=[O:10])[nH:19][cH:18][cH:17]2)[cH:16]1.[Cl:1][c:18]1[cH:17][c:12]2[c:11]([c:9](=[O:10])[nH:19]1)[cH:16][cH:15][cH:14][cH:13]2,US06248738B1
473,246134,[CH:1]1([C:2]([C:3]2([c:4]3[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]3)[CH2:11][CH2:12]2)=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1.[N+:18]([O-:19])([OH:20])=[O:21]>>[CH:1]1([C:2]([C:3]2([c:4]3[cH:5][cH:6][c:7]([Cl:8])[c:9]([N+:18]([O-:20])=[O:21])[cH:10]3)[CH2:11][CH2:12]2)=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,[CH:1]1([C:2]([C:3]2([c:4]3[cH:5][cH:6][c:7]([Cl:8])[c:9]([N+:18]([O-:20])=[O:21])[cH:10]3)[CH2:11][CH2:12]2)=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1.[CH:1]1([C:2]([C:3]2([c:4]3[cH:5][cH:6][c:7]([Cl:8])[cH:9][c:10]3[N+:18]([O-:20])=[O:21])[CH2:11][CH2:12]2)=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,US06248770B1
475,248595,[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]1.[N+:21]([O-:22])([OH:23])=[O:24]>S(=O)(=O)(O)O>[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:21]([O-:23])=[O:24])[cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]1,[F:1][c:2]1[cH:3][c:4]([F:5])[c:6]([N+:21]([O-:23])=[O:24])[cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]1.[F:1][c:2]1[c:3]([N+:21]([O-:23])=[O:24])[c:4]([F:5])[cH:6][cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]1.[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][c:7]([N+:21]([O-:23])=[O:24])[c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]1.[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][c:20]1[N+:21]([O-:23])=[O:24].[F:1][c:2]1[cH:3][c:4]([F:5])[cH:6][cH:7][c:8]1-[c:9]1[c:10](=[O:11])[n:12]([CH3:13])[c:14]([C:15]([F:16])([F:17])[F:18])[c:19]([N+:21]([O-:23])=[O:24])[cH:20]1,US06265349B1
476,248599,[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]2)[c:18]([F:19])[cH:20]1.[N+:21]([O-:22])([OH:23])=[O:24]>S(=O)(=O)(O)O>[Cl:1][c:2]1[c:3]([N+:21]([O-:23])=[O:24])[cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]2)[c:18]([F:19])[cH:20]1,[Cl:1][c:2]1[c:3]([N+:21]([O-:23])=[O:24])[cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]2)[c:18]([F:19])[cH:20]1.[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]2)[c:18]([F:19])[c:20]1[N+:21]([O-:23])=[O:24].[Cl:1][c:2]1[cH:3][c:4]([N+:21]([O-:23])=[O:24])[c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][cH:17]2)[c:18]([F:19])[cH:20]1.[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[N+:21]([O-:23])=[O:24])[c:18]([F:19])[cH:20]1.[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[c:16]([N+:21]([O-:23])=[O:24])[cH:17]2)[c:18]([F:19])[cH:20]1,US06265349B1
477,248618,[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[Cl:18])[cH:19][cH:20]1.[N+:21]([O-:22])([OH:23])=[O:24]>S(=O)(=O)(O)O>[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[Cl:18])[cH:19][c:20]1[N+:21]([O-:23])=[O:24],[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[Cl:18])[cH:19][c:20]1[N+:21]([O-:23])=[O:24].[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[Cl:18])[c:19]([N+:21]([O-:23])=[O:24])[cH:20]1.[Cl:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH3:10])[c:11]([C:12]([F:13])([F:14])[F:15])[c:16]([N+:21]([O-:23])=[O:24])[c:17]2[Cl:18])[cH:19][cH:20]1,US06265349B1
