,reaction_id,rxn_smiles,products_run,PatentNumber
2536,299921,[Cl:1][c:2]1[n:3][c:4]([Cl:5])[cH:6][c:7]([CH3:8])[n:9]1.[NH:10]1[CH2:11][CH2:12][CH2:13][CH2:14]1>C(O)(C)C>[Cl:1][c:2]1[n:3][c:4]([N:10]2[CH2:11][CH2:12][CH2:13][CH2:14]2)[cH:6][c:7]([CH3:8])[n:9]1,[Cl:1][c:2]1[n:3][c:4]([N:10]2[CH2:11][CH2:12][CH2:13][CH2:14]2)[cH:6][c:7]([CH3:8])[n:9]1.[c:2]1([N:10]2[CH2:11][CH2:12][CH2:13][CH2:14]2)[n:3][c:4]([Cl:5])[cH:6][c:7]([CH3:8])[n:9]1,US06657060B2
2537,300389,[Br:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7][c:8]2[Cl:9])[n:10]([CH:11]2[CH2:12][CH2:13][C:14]3([O:15][CH2:16][CH2:17][O:18]3)[CH2:19][CH2:20]2)[n:21]1.[NH3:22]>O1CCOCC1>[Br:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7][c:8]2[NH2:22])[n:10]([CH:11]2[CH2:12][CH2:13][C:14]3([O:15][CH2:16][CH2:17][O:18]3)[CH2:19][CH2:20]2)[n:21]1,[Br:1][c:2]1[c:3]2[c:4]([n:5][cH:6][n:7][c:8]2[NH2:22])[n:10]([CH:11]2[CH2:12][CH2:13][C:14]3([O:15][CH2:16][CH2:17][O:18]3)[CH2:19][CH2:20]2)[n:21]1.[c:2]1([NH2:22])[c:3]2[c:4]([n:5][cH:6][n:7][c:8]2[Cl:9])[n:10]([CH:11]2[CH2:12][CH2:13][C:14]3([O:15][CH2:16][CH2:17][O:18]3)[CH2:19][CH2:20]2)[n:21]1,US06660744B1
2538,303867,[Cl:1][c:2]1[c:3]2[c:4]([cH:5][c:6]([I:7])[cH:8][cH:9]2)[n:10][c:11]([CH3:12])[cH:13]1.[OH:14][CH2:15][C@@H:16]1[CH2:17][CH2:18][CH2:19][NH:20]1>CN1CCCC1=O>[c:2]1([N:20]2[C@H:16]([CH2:15][OH:14])[CH2:17][CH2:18][CH2:19]2)[c:3]2[c:4]([cH:5][c:6]([I:7])[cH:8][cH:9]2)[n:10][c:11]([CH3:12])[cH:13]1,[c:2]1([N:20]2[C@H:16]([CH2:15][OH:14])[CH2:17][CH2:18][CH2:19]2)[c:3]2[c:4]([cH:5][c:6]([I:7])[cH:8][cH:9]2)[n:10][c:11]([CH3:12])[cH:13]1.[Cl:1][c:2]1[c:3]2[c:4]([cH:5][c:6]([N:20]3[C@H:16]([CH2:15][OH:14])[CH2:17][CH2:18][CH2:19]3)[cH:8][cH:9]2)[n:10][c:11]([CH3:12])[cH:13]1,US06696467B2
2539,309274,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][cH:9][c:10]1[F:11].[NH:12]1[CH2:13][CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1>C(#N)C>[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][cH:9][c:10]1[N:12]1[CH2:13][CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][cH:9][c:10]1[N:12]1[CH2:13][CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1.[c:2]1([N:12]2[CH2:13][CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][cH:9][c:10]1[F:11],US06734307B2
2540,312239,[CH2:1]([N:2]([CH2:3][CH3:4])[CH2:5][CH2:6][CH2:7][OH:8])[CH3:9].[F:10][c:11]1[cH:12][c:13]([N+:14]([O-:15])=[O:16])[cH:17][cH:18][c:19]1[F:20]>>[CH2:1]([N:2]([CH2:3][CH3:4])[CH2:5][CH2:6][CH2:7][O:8][c:19]1[c:11]([F:10])[cH:12][c:13]([N+:14]([O-:15])=[O:16])[cH:17][cH:18]1)[CH3:9],[CH2:1]([N:2]([CH2:3][CH3:4])[CH2:5][CH2:6][CH2:7][O:8][c:19]1[c:11]([F:10])[cH:12][c:13]([N+:14]([O-:15])=[O:16])[cH:17][cH:18]1)[CH3:9].[CH2:1]([N:2]([CH2:3][CH3:4])[CH2:5][CH2:6][CH2:7][O:8][c:11]1[cH:12][c:13]([N+:14]([O-:15])=[O:16])[cH:17][cH:18][c:19]1[F:20])[CH3:9],US06765012B2
2541,312028,[F:10][c:11]1[cH:12][c:13]([F:14])[c:15]([F:16])[cH:17][c:18]1[N+:19]([O-:20])=[O:21].[F:1][c:2]1[cH:3][c:4]([CH2:5][OH:6])[cH:7][cH:8][cH:9]1>>[F:1][c:2]1[cH:3][c:4]([CH2:5][O:6][c:13]2[cH:12][c:11]([F:10])[c:18]([N+:19]([O-:20])=[O:21])[cH:17][c:15]2[F:16])[cH:7][cH:8][cH:9]1,[F:1][c:2]1[cH:3][c:4]([CH2:5][O:6][c:13]2[cH:12][c:11]([F:10])[c:18]([N+:19]([O-:20])=[O:21])[cH:17][c:15]2[F:16])[cH:7][cH:8][cH:9]1.[c:2]12[cH:3][c:4]([cH:7][cH:8][cH:9]1)[CH2:5][O:6]2.[F:1][c:2]1[cH:3][c:4]([CH2:5][O:6][c:11]2[cH:12][c:13]([F:14])[c:15]([F:16])[cH:17][c:18]2[N+:19]([O-:20])=[O:21])[cH:7][cH:8][cH:9]1.[F:1][c:2]1[cH:3][c:4]([CH2:5][O:6][c:15]2[c:13]([F:14])[cH:12][c:11]([F:10])[c:18]([N+:19]([O-:20])=[O:21])[cH:17]2)[cH:7][cH:8][cH:9]1,US06762320B2
2542,311647,[Br:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1.[NH2:9][CH2:10][CH:11]1[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]1>>[c:2]1([NH:9][CH2:10][CH:11]2[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]2)[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1,[c:2]1([NH:9][CH2:10][CH:11]2[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]2)[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1.[Br:1][c:2]1[cH:3][cH:4][c:5]([NH:9][CH2:10][CH:11]2[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]2)[cH:7][cH:8]1,US06759554B2
2543,312368,[Cl:1][c:2]1[n:3][c:4]2[c:5]([nH:6][cH:7][n:8]2)[c:9]([Cl:10])[n:11]1.[NH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>C(O)C>[Cl:1][c:2]1[n:3][c:4]2[c:5]([nH:6][cH:7][n:8]2)[c:9]([NH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:11]1,[Cl:1][c:2]1[n:3][c:4]2[c:5]([nH:6][cH:7][n:8]2)[c:9]([NH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:11]1.[c:2]1([NH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:3][c:4]2[c:5]([nH:6][cH:7][n:8]2)[c:9]([Cl:10])[n:11]1,US06767906B2
2544,313814,[CH:1]1([NH2:2])[CH2:3][CH2:4][CH2:5][CH2:6]1.[Cl:7][c:8]1[c:9]2[c:10]([cH:11][c:12]([F:13])[c:14]([O:15][CH3:16])[cH:17]2)[n:18][cH:19][c:20]1[C:21]#[N:22]>C(OCCO)C>[CH:1]1([NH:2][c:8]2[c:9]3[c:10]([cH:11][c:12]([F:13])[c:14]([O:15][CH3:16])[cH:17]3)[n:18][cH:19][c:20]2[C:21]#[N:22])[CH2:3][CH2:4][CH2:5][CH2:6]1,[CH:1]1([NH:2][c:8]2[c:9]3[c:10]([cH:11][c:12]([F:13])[c:14]([O:15][CH3:16])[cH:17]3)[n:18][cH:19][c:20]2[C:21]#[N:22])[CH2:3][CH2:4][CH2:5][CH2:6]1.[CH:1]1([NH:2][c:12]2[cH:11][c:10]3[c:9]([c:8]([Cl:7])[c:20]([C:21]#[N:22])[cH:19][n:18]3)[cH:17][c:14]2[O:15][CH3:16])[CH2:3][CH2:4][CH2:5][CH2:6]1,US06780996B2
2545,313815,[CH2:1]([NH2:2])[CH2:3][CH2:4][CH3:5].[Cl:6][c:7]1[c:8]2[c:9]([cH:10][c:11]([F:12])[c:13]([O:14][CH3:15])[cH:16]2)[n:17][cH:18][c:19]1[C:20]#[N:21]>C(OCCO)C>[CH2:1]([NH:2][c:7]1[c:8]2[c:9]([cH:10][c:11]([F:12])[c:13]([O:14][CH3:15])[cH:16]2)[n:17][cH:18][c:19]1[C:20]#[N:21])[CH2:3][CH2:4][CH3:5],[CH2:1]([NH:2][c:7]1[c:8]2[c:9]([cH:10][c:11]([F:12])[c:13]([O:14][CH3:15])[cH:16]2)[n:17][cH:18][c:19]1[C:20]#[N:21])[CH2:3][CH2:4][CH3:5].[CH2:1]([NH:2][c:11]1[cH:10][c:9]2[c:8]([c:7]([Cl:6])[c:19]([C:20]#[N:21])[cH:18][n:17]2)[cH:16][c:13]1[O:14][CH3:15])[CH2:3][CH2:4][CH3:5],US06780996B2
2546,313850,[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[Cl:8][c:9]1[cH:10][c:11]([NH:12][c:13]2[c:14]3[c:15]([cH:16][c:17]([F:18])[c:19]([O:20][CH3:21])[cH:22]3)[n:23][cH:24][c:25]2[C:26]#[N:27])[cH:28][cH:29][c:30]1[S:31][c:32]1[n:33]([CH3:34])[cH:35][cH:36][n:37]1>CN1CCCC1=O>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:17]2[cH:16][c:15]3[c:14]([c:13]([NH:12][c:11]4[cH:10][c:9]([Cl:8])[c:30]([S:31][c:32]5[n:33]([CH3:34])[cH:35][cH:36][n:37]5)[cH:29][cH:28]4)[c:25]([C:26]#[N:27])[cH:24][n:23]3)[cH:22][c:19]2[O:20][CH3:21])[CH2:6][CH2:7]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:17]2[cH:16][c:15]3[c:14]([c:13]([NH:12][c:11]4[cH:10][c:9]([Cl:8])[c:30]([S:31][c:32]5[n:33]([CH3:34])[cH:35][cH:36][n:37]5)[cH:29][cH:28]4)[c:25]([C:26]#[N:27])[cH:24][n:23]3)[cH:22][c:19]2[O:20][CH3:21])[CH2:6][CH2:7]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[cH:10][c:11]([NH:12][c:13]3[c:14]4[c:15]([cH:16][c:17]([F:18])[c:19]([O:20][CH3:21])[cH:22]4)[n:23][cH:24][c:25]3[C:26]#[N:27])[cH:28][cH:29][c:30]2[S:31][c:32]2[n:33]([CH3:34])[cH:35][cH:36][n:37]2)[CH2:6][CH2:7]1,US06780996B2
2547,313852,[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][NH:7][CH3:8].[Cl:9][c:10]1[cH:11][c:12]([NH:13][c:14]2[c:15]3[c:16]([cH:17][c:18]([F:19])[c:20]([O:21][CH3:22])[cH:23]3)[n:24][cH:25][c:26]2[C:27]#[N:28])[cH:29][cH:30][c:31]1[S:32][c:33]1[n:34]([CH3:35])[cH:36][cH:37][n:38]1>CN1CCCC1=O>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]([CH3:8])[c:18]1[cH:17][c:16]2[c:15]([c:14]([NH:13][c:12]3[cH:11][c:10]([Cl:9])[c:31]([S:32][c:33]4[n:34]([CH3:35])[cH:36][cH:37][n:38]4)[cH:30][cH:29]3)[c:26]([C:27]#[N:28])[cH:25][n:24]2)[cH:23][c:20]1[O:21][CH3:22],[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]([CH3:8])[c:18]1[cH:17][c:16]2[c:15]([c:14]([NH:13][c:12]3[cH:11][c:10]([Cl:9])[c:31]([S:32][c:33]4[n:34]([CH3:35])[cH:36][cH:37][n:38]4)[cH:30][cH:29]3)[c:26]([C:27]#[N:28])[cH:25][n:24]2)[cH:23][c:20]1[O:21][CH3:22].[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]([CH3:8])[c:10]1[cH:11][c:12]([NH:13][c:14]2[c:15]3[c:16]([cH:17][c:18]([F:19])[c:20]([O:21][CH3:22])[cH:23]3)[n:24][cH:25][c:26]2[C:27]#[N:28])[cH:29][cH:30][c:31]1[S:32][c:33]1[n:34]([CH3:35])[cH:36][cH:37][n:38]1,US06780996B2
2548,314493,[CH2:1]([O:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([Cl:8])[cH:9][c:10]([CH3:11])[n:12]2)[cH:13][c:14]1[Br:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[NH:22]1[CH2:23][CH2:24][CH2:25][CH2:26]1>>[CH2:1]([O:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([N:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[cH:9][c:10]([CH3:11])[n:12]2)[cH:13][c:14]1[Br:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,[CH2:1]([O:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([N:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[cH:9][c:10]([CH3:11])[n:12]2)[cH:13][c:14]1[Br:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[CH2:1]([O:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([Cl:8])[cH:9][c:10]([CH3:11])[n:12]2)[cH:13][c:14]1[N:22]1[CH2:23][CH2:24][CH2:25][CH2:26]1)[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,US06787558B2
2549,316480,[Cl:11][c:12]1[c:13]2[c:14]([cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[n:20][cH:21][cH:22]1.[Cl:1][c:2]1[c:3]([OH:4])[cH:5][c:6]([NH2:7])[c:8]([F:9])[cH:10]1>CC(O)CCC>[Cl:1][c:2]1[c:3]([OH:4])[cH:5][c:6]([NH:7][c:12]2[c:13]3[c:14]([cH:15][c:16]([Cl:17])[cH:18][cH:19]3)[n:20][cH:21][cH:22]2)[c:8]([F:9])[cH:10]1,[Cl:1][c:2]1[c:3]([OH:4])[cH:5][c:6]([NH:7][c:12]2[c:13]3[c:14]([cH:15][c:16]([Cl:17])[cH:18][cH:19]3)[n:20][cH:21][cH:22]2)[c:8]([F:9])[cH:10]1.[c:2]12[c:3]([OH:4])[cH:5][c:6]([nH:7]1)[c:8]([F:9])[cH:10]2.[Cl:1][c:2]1[c:3]([OH:4])[cH:5][c:6]([NH:7][c:16]2[cH:15][c:14]3[c:13]([c:12]([Cl:11])[cH:22][cH:21][n:20]3)[cH:19][cH:18]2)[c:8]([F:9])[cH:10]1,US06809097B1
2550,316536,[CH2:1]([N:2]1[CH2:3][CH2:4][C@@H:5]2[CH2:6][NH:7][CH2:8][C@H:9]12)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[Cl:16][c:17]1[cH:18][cH:19][c:20]([I:21])[cH:22][n:23]1>>[CH2:1]([N:2]1[CH2:3][CH2:4][C@@H:5]2[CH2:6][N:7]([c:20]3[cH:19][cH:18][c:17]([Cl:16])[n:23][cH:22]3)[CH2:8][C@H:9]12)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[CH2:1]([N:2]1[CH2:3][CH2:4][C@@H:5]2[CH2:6][N:7]([c:20]3[cH:19][cH:18][c:17]([Cl:16])[n:23][cH:22]3)[CH2:8][C@H:9]12)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[CH2:1]([N:2]1[CH2:3][CH2:4][C@@H:5]2[CH2:6][N:7]([c:17]3[cH:18][cH:19][c:20]([I:21])[cH:22][n:23]3)[CH2:8][C@H:9]12)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,US06809105B2
2551,316538,[Cl:1][c:2]1[cH:3][cH:4][c:5]([I:6])[cH:7][n:8]1.[NH:9]1[CH2:10][CH2:11][C@@H:12]2[CH2:13][N:14]([C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[CH2:22][C@H:23]12>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:9]2[CH2:10][CH2:11][C@@H:12]3[CH2:13][N:14]([C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[CH2:22][C@H:23]23)[cH:7][n:8]1,[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:9]2[CH2:10][CH2:11][C@@H:12]3[CH2:13][N:14]([C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[CH2:22][C@H:23]23)[cH:7][n:8]1.[c:2]1([N:9]2[CH2:10][CH2:11][C@@H:12]3[CH2:13][N:14]([C:15]([O:16][C:17]([CH3:18])([CH3:19])[CH3:20])=[O:21])[CH2:22][C@H:23]23)[cH:3][cH:4][c:5]([I:6])[cH:7][n:8]1,US06809105B2
2552,319305,[Br:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[n:8][n:9][cH:10][c:11]2[Cl:12].[NH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>CO>[Br:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[n:8][n:9][cH:10][c:11]2[NH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,[Br:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[n:8][n:9][cH:10][c:11]2[NH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1.[c:2]1([NH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[n:8][n:9][cH:10][c:11]2[Cl:12],US06831175B2
2553,319400,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([Cl:7])[cH:8][c:9]([CH3:10])[n:11][c:12]1[O:13][c:14]1[c:15]([CH3:16])[cH:17][c:18]([Cl:19])[cH:20][c:21]1[CH3:22].[NH2:23][C@@H:24]([CH2:25][CH3:26])[CH2:27][OH:28]>CN1CCCC1=O.C(OCC)(=O)C>[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH:23][CH:24]([CH2:25][CH3:26])[CH2:27][OH:28])[cH:8][c:9]([CH3:10])[n:11][c:12]1[O:13][c:14]1[c:15]([CH3:16])[cH:17][c:18]([Cl:19])[cH:20][c:21]1[CH3:22],[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH:23][CH:24]([CH2:25][CH3:26])[CH2:27][OH:28])[cH:8][c:9]([CH3:10])[n:11][c:12]1[O:13][c:14]1[c:15]([CH3:16])[cH:17][c:18]([Cl:19])[cH:20][c:21]1[CH3:22].[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([Cl:7])[cH:8][c:9]([CH3:10])[n:11][c:12]1[O:13][c:14]1[c:15]([CH3:16])[cH:17][c:18]([NH:23][CH:24]([CH2:25][CH3:26])[CH2:27][OH:28])[cH:20][c:21]1[CH3:22],US06833378B2
2554,323741,[CH3:1][N:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[F:8][c:9]1[c:10]([F:11])[c:12]2[c:13]3[n:14]([cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20](=[O:21])[c:22]3[cH:23]1)[C@@H:24]([CH3:25])[CH2:26][O:27]2>CS(C)=O>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:10]2[c:9]([F:8])[cH:23][c:22]3[c:13]4[c:12]2[O:27][CH2:26][C@H:24]([CH3:25])[n:14]4[cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20]3=[O:21])[CH2:6][CH2:7]1,[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:10]2[c:9]([F:8])[cH:23][c:22]3[c:13]4[c:12]2[O:27][CH2:26][C@H:24]([CH3:25])[n:14]4[cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20]3=[O:21])[CH2:6][CH2:7]1.[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:9]2[c:10]([F:11])[c:12]3[c:13]4[n:14]([cH:15][c:16]([C:17]([OH:18])=[O:19])[c:20](=[O:21])[c:22]4[cH:23]2)[C@@H:24]([CH3:25])[CH2:26][O:27]3)[CH2:6][CH2:7]1,US06872823B1
2555,326281,[CH2:1]([NH2:2])[C:3]#[CH:4].[F:5][c:6]1[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[cH:25][cH:26][c:27]1[F:28]>>[CH2:1]([NH2:2])[C:3]#[C:4][c:12]1[cH:11][cH:10][c:9]([NH:8][c:7]2[c:6]([F:5])[c:27]([F:28])[cH:26][cH:25][c:17]2[C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[c:15]([F:16])[cH:14]1,[CH2:1]([NH2:2])[C:3]#[C:4][c:12]1[cH:11][cH:10][c:9]([NH:8][c:7]2[c:6]([F:5])[c:27]([F:28])[cH:26][cH:25][c:17]2[C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[c:15]([F:16])[cH:14]1.[CH2:1]([NH2:2])[C:3]#[C:4][c:6]1[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[cH:25][cH:26][c:27]1[F:28].[CH2:1]([NH2:2])[C:3]#[C:4][c:15]1[c:9]([NH:8][c:7]2[c:6]([F:5])[c:27]([F:28])[cH:26][cH:25][c:17]2[C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[cH:10][cH:11][c:12]([I:13])[cH:14]1.[CH2:1]([NH2:2])[C:3]#[C:4][c:27]1[c:6]([F:5])[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([NH:19][O:20][CH2:21][CH2:22][OH:23])=[O:24])[cH:25][cH:26]1,US06891066B2
2556,326287,[CH2:1]([OH:2])[C:3]#[CH:4].[F:5][c:6]1[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23][c:24]1[F:25]>>[CH2:1]([OH:2])[C:3]#[C:4][c:12]1[cH:11][cH:10][c:9]([NH:8][c:7]2[c:6]([F:5])[c:24]([F:25])[cH:23][cH:22][c:17]2[C:18]([O:19][CH3:20])=[O:21])[c:15]([F:16])[cH:14]1,[CH2:1]([OH:2])[C:3]#[C:4][c:12]1[cH:11][cH:10][c:9]([NH:8][c:7]2[c:6]([F:5])[c:24]([F:25])[cH:23][cH:22][c:17]2[C:18]([O:19][CH3:20])=[O:21])[c:15]([F:16])[cH:14]1.[CH2:1]([OH:2])[C:3]#[C:4][c:6]1[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23][c:24]1[F:25].[CH2:1]([OH:2])[C:3]#[C:4][c:15]1[c:9]([NH:8][c:7]2[c:6]([F:5])[c:24]([F:25])[cH:23][cH:22][c:17]2[C:18]([O:19][CH3:20])=[O:21])[cH:10][cH:11][c:12]([I:13])[cH:14]1.[CH2:1]([OH:2])[C:3]#[C:4][c:24]1[c:6]([F:5])[c:7]([NH:8][c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[F:16])[c:17]([C:18]([O:19][CH3:20])=[O:21])[cH:22][cH:23]1,US06891066B2
2557,326601,[C:1]([O:2][C:3]([N:4]1[CH2:5][CH2:6][NH:7][CH2:8][CH2:9]1)=[O:10])([CH3:11])([CH3:12])[CH3:13].[NH2:14][c:15]1[c:16]([Br:17])[n:18][c:19]([Br:20])[cH:21][n:22]1>CCOC(C)=O>[C:1]([O:2][C:3]([N:4]1[CH2:5][CH2:6][N:7]([c:16]2[c:15]([NH2:14])[n:22][cH:21][c:19]([Br:20])[n:18]2)[CH2:8][CH2:9]1)=[O:10])([CH3:11])([CH3:12])[CH3:13],[C:1]([O:2][C:3]([N:4]1[CH2:5][CH2:6][N:7]([c:16]2[c:15]([NH2:14])[n:22][cH:21][c:19]([Br:20])[n:18]2)[CH2:8][CH2:9]1)=[O:10])([CH3:11])([CH3:12])[CH3:13].[C:1]([O:2][C:3]([N:4]1[CH2:5][CH2:6][N:7]([c:19]2[n:18][c:16]([Br:17])[c:15]([NH2:14])[n:22][cH:21]2)[CH2:8][CH2:9]1)=[O:10])([CH3:11])([CH3:12])[CH3:13],US06894050B2
2558,329392,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[F:12].[NH:13]1[CH2:14][CH2:15][S:16][CH2:17][CH2:18]1>C(#N)C>[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[N:13]1[CH2:14][CH2:15][S:16][CH2:17][CH2:18]1,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[N:13]1[CH2:14][CH2:15][S:16][CH2:17][CH2:18]1.[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([N:13]2[CH2:14][CH2:15][S:16][CH2:17][CH2:18]2)[c:11]1[F:12],US06914058B2
2559,329391,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[F:12].[NH:13]1[CH2:14][CH2:15][O:16][CH2:17][CH2:18]1>C(#N)C>[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[N:13]1[CH2:14][CH2:15][O:16][CH2:17][CH2:18]1,[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([F:10])[c:11]1[N:13]1[CH2:14][CH2:15][O:16][CH2:17][CH2:18]1.[F:1][c:2]1[cH:3][c:4]([N+:5]([O-:6])=[O:7])[cH:8][c:9]([N:13]2[CH2:14][CH2:15][O:16][CH2:17][CH2:18]2)[c:11]1[F:12],US06914058B2
2560,331122,[Br:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1.[NH:13]1[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1>>[c:2]1([N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[cH:3][cH:4][c:5]([Cl:6])[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1,[c:2]1([N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[cH:3][cH:4][c:5]([Cl:6])[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1.[Br:1][c:2]1[cH:3][cH:4][c:5]([N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1,US06924374B2
