,reaction_id,templates,rxn_smiles,products_run,yield,rxnname,N_atom,max_MW,charged,max_N_stereoisomers,bond_changes,aromatic,incorrect
1201,57cde48c151311ea81f9b7db9d39a498,"[Br;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Br;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[N:1]#[C:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]([CH:10]=[O:11])[cH:12]1.[O:13]=[C:14]1[CH2:15][CH2:16][C:17](=[O:18])[N:19]1[Br:20]>>[N:1]#[C:2][CH2:3][c:4]1[cH:5][c:6]([Br:20])[c:7]([OH:8])[c:9]([CH:10]=[O:11])[cH:12]1,[N:1]#[C:2][CH2:3][c:4]1[cH:5][c:6]([Br:20])[c:7]([OH:8])[c:9]([CH:10]=[O:11])[cH:12]1.[N:1]#[C:2][CH2:3][c:4]1[c:5]([Br:20])[cH:6][c:7]([OH:8])[c:9]([CH:10]=[O:11])[cH:12]1.[N:1]#[C:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]([CH:10]=[O:11])[c:12]1[Br:20],81.0,Bromination,20,238.958190532,True,1,"{('20', '6', 1.0), ('19', '20', 0.0)}",True,False
1202,d817dc92151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Br:7])[cH:8][cH:9][c:10]1[NH2:11].[O:12]=[C:13]1[CH2:14][CH2:15][C:16](=[O:17])[N:18]1[Cl:19]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Br:7])[cH:8][c:9]([Cl:19])[c:10]1[NH2:11],[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Br:7])[cH:8][c:9]([Cl:19])[c:10]1[NH2:11].[CH3:1][C:2](=[O:3])[c:4]1[c:5]([Cl:19])[c:6]([Br:7])[cH:8][cH:9][c:10]1[NH2:11].[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Br:7])[c:8]([Cl:19])[cH:9][c:10]1[NH2:11],89.0,Chlorination,19,246.93995362400003,True,1,"{('19', '9', 1.0), ('18', '19', 0.0)}",True,False
1203,57d200e4151311ea81f9b7db9d39a498,"[Br;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Br;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[O:24]=[C:25]1[CH2:26][CH2:27][C:28](=[O:29])[N:30]1[Br:31]>O=C(O)C(F)(F)F>[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[F:19])[c:20]([Br:31])[cH:21][c:22]3[N:23]12,[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[F:19])[c:20]([Br:31])[cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[c:11]([Br:31])[c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[c:14]([Br:31])[cH:15][cH:16][cH:17][c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][c:15]([Br:31])[cH:16][cH:17][c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][c:16]([Br:31])[cH:17][c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][c:17]([Br:31])[c:18]4[F:19])[cH:20][cH:21][c:22]3[N:23]12.[CH3:1][C@@H:2]1[C:3](=[O:4])[NH:5][N:6]=[C:7]2[CH2:8][O:9][c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[F:19])[cH:20][c:21]([Br:31])[c:22]3[N:23]12,73.0,Bromination,31,389.0175169760002,True,1,"{('20', '31', 1.0), ('30', '31', 0.0)}",True,False
1204,d82c204e151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][c:2]1[o:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][n:14]1[CH3:15].[O:16]=[C:17]1[CH2:18][CH2:19][C:20](=[O:21])[N:22]1[Cl:23]>C1CCOC1>[CH3:1][c:2]1[o:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1-[c:10]1[c:11]([Cl:23])[cH:12][n:13][n:14]1[CH3:15],[CH3:1][c:2]1[o:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1-[c:10]1[c:11]([Cl:23])[cH:12][n:13][n:14]1[CH3:15].[CH3:1][c:2]1[o:3][c:4]([C:5](=[O:6])[OH:7])[c:8]([Cl:23])[c:9]1-[c:10]1[cH:11][cH:12][n:13][n:14]1[CH3:15].[CH3:1][c:2]1[o:3][c:4]([C:5](=[O:6])[OH:7])[cH:8][c:9]1-[c:10]1[cH:11][c:12]([Cl:23])[n:13][n:14]1[CH3:15],87.0,Chlorination,23,240.030169828,True,1,"{('11', '23', 1.0), ('22', '23', 0.0)}",True,False
1205,d823cb24151311ea81f9b7db9d39a498,"[#7;a:1]:[cH;D2;+0:2]:[c,n:3].[Br;H0;D1;+0:4]-[N;H0;D3;+0:5]1-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C;H0;D3;+0:10]-1=[O;H0;D1;+0:11]>>[#7;a:1]:[c;H0;D3;+0:2](-[Br;H0;D1;+0:4]):[c,n:3]",[O:1]=[C:2]1[CH2:3][CH2:4][C:5](=[O:6])[N:7]1[Br:8].[OH:9][c:10]1[n:11][cH:12][n:13][n:14]2[cH:15][cH:16][cH:17][c:18]12>O=C(O)C(F)(F)F.ClCCl>[Br:8][c:15]1[n:14]2[n:13][cH:12][n:11][c:10]([OH:9])[c:18]2[cH:17][cH:16]1,[Br:8][c:15]1[n:14]2[n:13][cH:12][n:11][c:10]([OH:9])[c:18]2[cH:17][cH:16]1.[Br:8][c:12]1[n:11][c:10]([OH:9])[c:18]2[n:14]([n:13]1)[cH:15][cH:16][cH:17]2,72.0,Bromination,18,212.953773848,True,1,"{('7', '8', 0.0), ('15', '8', 1.0)}",True,False
1206,d832a450151311ea81f9b7db9d39a498,"[#7;a:1]:[cH;D2;+0:2]:[c,n:3].[Br;H0;D1;+0:4]-[N;H0;D3;+0:5]1-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C;H0;D3;+0:10]-1=[O;H0;D1;+0:11]>>[#7;a:1]:[c;H0;D3;+0:2](-[Br;H0;D1;+0:4]):[c,n:3]",[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[c:7](-[c:8]2[cH:9][n:10][c:11]([NH2:12])[cH:13][n:14]2)[cH:15][n:16]1.[O:17]=[C:18]1[CH2:19][CH2:20][C:21](=[O:22])[N:23]1[Br:24]>O.CS(C)=O>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[c:7](-[c:8]2[cH:9][n:10][c:11]([NH2:12])[c:13]([Br:24])[n:14]2)[cH:15][n:16]1,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[c:7](-[c:8]2[cH:9][n:10][c:11]([NH2:12])[c:13]([Br:24])[n:14]2)[cH:15][n:16]1.[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[c:7](-[c:8]2[c:9]([Br:24])[n:10][c:11]([NH2:12])[cH:13][n:14]2)[cH:15][n:16]1.[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:6])[c:7](-[c:8]2[cH:9][n:10][c:11]([NH2:12])[cH:13][n:14]2)[c:15]([Br:24])[n:16]1,51.0,Bromination,24,294.01162307200013,True,1,"{('13', '24', 1.0), ('23', '24', 0.0)}",True,False
1207,d844d274151311ea81f9b7db9d39a498,"[#16;a:1]:[cH;D2;+0:2]:[c,n:3].[Br;H0;D1;+0:4]-[N;H0;D3;+0:5]1-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C;H0;D3;+0:10]-1=[O;H0;D1;+0:11]>>[#16;a:1]:[c;H0;D3;+0:2](-[Br;H0;D1;+0:4]):[c,n:3]",[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][s:10][c:11]1-[c:12]1[cH:13][c:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[cH:21][s:22]1.[O:23]=[C:24]1[CH2:25][CH2:26][C:27](=[O:28])[N:29]1[Br:30]>O.CN(C)C=O>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][s:10][c:11]1-[c:12]1[cH:13][c:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[c:21]([Br:30])[s:22]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][s:10][c:11]1-[c:12]1[cH:13][c:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[c:21]([Br:30])[s:22]1.[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][c:9]([Br:30])[s:10][c:11]1-[c:12]1[cH:13][c:14]([CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[cH:21][s:22]1,95.0,Bromination,30,412.0894050280001,True,1,"{('29', '30', 0.0), ('21', '30', 1.0)}",True,False
1208,d8408d36151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2.[O:15]=[C:16]1[CH2:17][CH2:18][C:19](=[O:20])[N:21]1[Cl:22]>Cl.CC#N>[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][c:11]([Cl:22])[cH:12][cH:13][c:14]1-2,[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][c:11]([Cl:22])[cH:12][cH:13][c:14]1-2.[Br:1][c:2]1[c:3]([Cl:22])[cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2.[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([c:7]1[Cl:22])[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2.[Br:1][c:2]1[cH:3][c:4]([Cl:22])[c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-2.[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[c:10]([Cl:22])[cH:11][cH:12][cH:13][c:14]1-2.[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][c:12]([Cl:22])[cH:13][c:14]1-2.[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][c:9]1[cH:10][cH:11][cH:12][c:13]([Cl:22])[c:14]1-2,55.0,Chlorination,22,277.94979003599997,True,1,"{('21', '22', 0.0), ('11', '22', 1.0)}",True,False
1209,d84dba24151311ea81f9b7db9d39a498,"[Br;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Br;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[Cl:1][c:2]1[cH:3][cH:4][n:5]2[n:6][cH:7][cH:8][c:9]2[n:10]1.[O:11]=[C:12]1[CH2:13][CH2:14][C:15](=[O:16])[N:17]1[Br:18]>CC#N>[Cl:1][c:2]1[cH:3][cH:4][n:5]2[n:6][cH:7][c:8]([Br:18])[c:9]2[n:10]1,[Cl:1][c:2]1[cH:3][cH:4][n:5]2[n:6][cH:7][c:8]([Br:18])[c:9]2[n:10]1.[Cl:1][c:2]1[c:3]([Br:18])[cH:4][n:5]2[n:6][cH:7][cH:8][c:9]2[n:10]1.[Cl:1][c:2]1[cH:3][c:4]([Br:18])[n:5]2[n:6][cH:7][cH:8][c:9]2[n:10]1.[Cl:1][c:2]1[cH:3][cH:4][n:5]2[n:6][c:7]([Br:18])[cH:8][c:9]2[n:10]1,98.16,Bromination,18,230.919886876,True,1,"{('17', '18', 0.0), ('18', '8', 1.0)}",True,False
1210,d85dcdf6151311ea81f9b7db9d39a498,"[Br;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Br;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([CH:12]=[O:13])[cH:14]1.[O:15]=[C:16]1[CH2:17][CH2:18][C:19](=[O:20])[N:21]1[Br:22]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([Br:22])[c:9]([OH:10])[c:11]([CH:12]=[O:13])[cH:14]1,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([Br:22])[c:9]([OH:10])[c:11]([CH:12]=[O:13])[cH:14]1.[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[c:7]([Br:22])[cH:8][c:9]([OH:10])[c:11]([CH:12]=[O:13])[cH:14]1.[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([CH:12]=[O:13])[c:14]1[Br:22],80.0,Bromination,22,271.9684208680001,True,1,"{('21', '22', 0.0), ('22', '8', 1.0)}",True,False
1211,d8710042151311ea81f9b7db9d39a498,"[#16;a:1]:[cH;D2;+0:2]:[c,n:3].[Br;H0;D1;+0:4]-[N;H0;D3;+0:5]1-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[C;H0;D3;+0:10]-1=[O;H0;D1;+0:11]>>[#16;a:1]:[c;H0;D3;+0:2](-[Br;H0;D1;+0:4]):[c,n:3]",[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][s:16][cH:17]1.[O:18]=[C:19]1[CH2:20][CH2:21][C:22](=[O:23])[N:24]1[Br:25]>O.CC(=O)O.ClC(Cl)Cl>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][s:16][c:17]1[Br:25],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][s:16][c:17]1[Br:25].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][c:13]1[cH:14][c:15]([Br:25])[s:16][cH:17]1,93.0,Bromination,25,330.101683964,True,1,"{('24', '25', 0.0), ('17', '25', 1.0)}",True,False
1212,d88a426e151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[NH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][c:8]1[Cl:9].[O:10]=[C:11]1[CH2:12][CH2:13][C:14](=[O:15])[N:16]1[Cl:17]>O.CC#N.Nc1ccccc1>[NH2:1][c:2]1[c:3]([Cl:17])[cH:4][c:5]([Cl:6])[cH:7][c:8]1[Cl:9],[NH2:1][c:2]1[c:3]([Cl:17])[cH:4][c:5]([Cl:6])[cH:7][c:8]1[Cl:9].[NH2:1][c:2]1[cH:3][c:4]([Cl:17])[c:5]([Cl:6])[cH:7][c:8]1[Cl:9].[NH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([Cl:17])[c:8]1[Cl:9],88.53,Chlorination,17,194.940932168,True,1,"{('16', '17', 0.0), ('17', '3', 1.0)}",True,False
1213,d891c3d6151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][cH:14][n:15][cH:16]1.[O:17]=[C:18]1[CH2:19][CH2:20][C:21](=[O:22])[N:23]1[Cl:24]>ClCCl>[CH3:1][c:2]1[cH:3][c:4]([OH:5])[c:6]([Cl:24])[c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][cH:14][n:15][cH:16]1,[CH3:1][c:2]1[cH:3][c:4]([OH:5])[c:6]([Cl:24])[c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][cH:14][n:15][cH:16]1.[CH3:1][c:2]1[c:3]([Cl:24])[c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][cH:14][n:15][cH:16]1.[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[c:12]([Cl:24])[cH:13][cH:14][n:15][cH:16]1.[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][cH:14][n:15][c:16]1[Cl:24].[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][c:13]([Cl:24])[cH:14][n:15][cH:16]1.[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1[CH2:10][c:11]1[cH:12][cH:13][c:14]([Cl:24])[n:15][cH:16]1,85.0,Chlorination,24,250.050905272,True,1,"{('23', '24', 0.0), ('24', '6', 1.0)}",True,False
1214,d891c14c151311ea81f9b7db9d39a498,"[Cl;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Cl;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]1[F:17].[O:18]=[C:19]1[CH2:20][CH2:21][C:22](=[O:23])[N:24]1[Cl:25]>ClCCl>[CH3:1][c:2]1[cH:3][c:4]([OH:5])[c:6]([Cl:25])[c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]1[F:17],[CH3:1][c:2]1[cH:3][c:4]([OH:5])[c:6]([Cl:25])[c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]1[F:17].[CH3:1][c:2]1[c:3]([Cl:25])[c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]1[F:17].[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[c:13]([Cl:25])[cH:14][cH:15][c:16]1[F:17].[CH3:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](=[O:8])[n:9]1-[c:10]1[c:11]([F:12])[cH:13][c:14]([Cl:25])[cH:15][c:16]1[F:17],79.0,Chlorination,25,271.02116261599997,True,1,"{('25', '6', 1.0), ('24', '25', 0.0)}",True,False
1215,d891b2ba151311ea81f9b7db9d39a498,"[Br;H0;D1;+0:1]-[N;H0;D3;+0:2]1-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7]-1=[O;H0;D1;+0:8].[c,n:9]:[cH;D2;+0:10]:[c,n:11]>>[Br;H0;D1;+0:1]-[c;H0;D3;+0:10](:[c,n:9]):[c,n:11]",[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[O:24]=[C:25]1[CH2:26][CH2:27][C:28](=[O:29])[N:30]1[Br:31]>CC#N>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:19]([Br:31])[c:20]2=[O:21])[cH:22][cH:23]1,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[c:19]([Br:31])[c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[c:4]([Br:31])[cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][c:5]([Br:31])[c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[c:8]([Br:31])[cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][c:9]([Br:31])[c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[c:14]([Br:31])[cH:15][cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][c:15]([Br:31])[cH:16][cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1.[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]3[cH:14][cH:15][c:16]([Br:31])[cH:17][cH:18]3)[cH:19][c:20]2=[O:21])[cH:22][cH:23]1,90.0,Bromination,31,380.016039756,True,1,"{('19', '31', 1.0), ('30', '31', 0.0)}",True,False
