,reaction_id,rxn_smiles,products_run,PatentNumber
3397,114431,[CH3:1][C@H:2]1[CH2:3][NH:4][CH2:5][C@@H:6]([CH3:7])[NH:8]1.[NH2:9][c:10]1[c:11]([F:12])[c:13]([F:14])[cH:15][c:16]2[c:17]1[c:18](=[O:19])[c:20]([C:21]([OH:22])=[O:23])[cH:24][n:25]2[CH:26]1[CH2:27][CH2:28]1>N1C=CC=CC=1>[CH3:1][C@H:2]1[CH2:3][N:4]([c:13]2[c:11]([F:12])[c:10]([NH2:9])[c:17]3[c:16]([cH:15]2)[n:25]([CH:26]2[CH2:27][CH2:28]2)[cH:24][c:20]([C:21]([OH:22])=[O:23])[c:18]3=[O:19])[CH2:5][C@@H:6]([CH3:7])[NH:8]1,[CH3:1][C@H:2]1[CH2:3][N:4]([c:13]2[c:11]([F:12])[c:10]([NH2:9])[c:17]3[c:16]([cH:15]2)[n:25]([CH:26]2[CH2:27][CH2:28]2)[cH:24][c:20]([C:21]([OH:22])=[O:23])[c:18]3=[O:19])[CH2:5][C@@H:6]([CH3:7])[NH:8]1.[CH3:1][C@H:2]1[CH2:3][NH:4][CH2:5][C@@H:6]([CH3:7])[N:8]1[c:11]1[c:10]([NH2:9])[c:17]2[c:16]([cH:15][c:13]1[F:14])[n:25]([CH:26]1[CH2:27][CH2:28]1)[cH:24][c:20]([C:21]([OH:22])=[O:23])[c:18]2=[O:19].[CH3:1][C@H:2]1[CH2:3][NH:4][CH2:5][C@@H:6]([CH3:7])[N:8]1[c:13]1[c:11]([F:12])[c:10]([NH2:9])[c:17]2[c:16]([cH:15]1)[n:25]([CH:26]1[CH2:27][CH2:28]1)[cH:24][c:20]([C:21]([OH:22])=[O:23])[c:18]2=[O:19].[CH3:1][C@H:2]1[CH2:3][N:4]([c:11]2[c:10]([NH2:9])[c:17]3[c:16]([cH:15][c:13]2[F:14])[n:25]([CH:26]2[CH2:27][CH2:28]2)[cH:24][c:20]([C:21]([OH:22])=[O:23])[c:18]3=[O:19])[CH2:5][C@@H:6]([CH3:7])[NH:8]1,US05013841
3398,114434,[CH2:1]([NH:2][c:3]1[c:4]([F:5])[c:6]([F:7])[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:28][CH:29]1[CH2:30][NH:31][CH2:32][CH2:33][NH:34]1>N1C=CC=CC=1>[CH2:1]([NH:2][c:3]1[c:4]([F:5])[c:6]([N:31]2[CH2:30][CH:29]([CH3:28])[NH:34][CH2:33][CH2:32]2)[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,[CH2:1]([NH:2][c:3]1[c:4]([F:5])[c:6]([N:31]2[CH2:30][CH:29]([CH3:28])[NH:34][CH2:33][CH2:32]2)[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH2:1]([NH:2][c:3]1[c:4]([N:34]2[CH:29]([CH3:28])[CH2:30][NH:31][CH2:32][CH2:33]2)[c:6]([F:7])[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH2:1]([NH:2][c:3]1[c:4]([F:5])[c:6]([N:34]2[CH:29]([CH3:28])[CH2:30][NH:31][CH2:32][CH2:33]2)[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH2:1]([NH:2][c:3]1[c:4]([N:31]2[CH2:30][CH:29]([CH3:28])[NH:34][CH2:33][CH2:32]2)[c:6]([F:7])[cH:8][c:9]2[c:10]1[c:11](=[O:12])[c:13]([C:14]([OH:15])=[O:16])[cH:17][n:18]2[CH:19]1[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,US05013841
3399,117952,[CH3:1][CH:2]1[CH2:3][NH:4][CH2:5][CH2:6][NH:7]1.[CH:8]1([n:9]2[c:10]3[c:11]([cH:12][c:13]([F:14])[c:15]([F:16])[c:17]3[CH:18]=[CH2:19])[c:20](=[O:21])[c:22]([C:23]([OH:24])=[O:25])[cH:26]2)[CH2:27][CH2:28]1>C(#N)C>[CH3:1][CH:2]1[CH2:3][N:4]([c:15]2[c:13]([F:14])[cH:12][c:11]3[c:10]([n:9]([CH:8]4[CH2:27][CH2:28]4)[cH:26][c:22]([C:23]([OH:24])=[O:25])[c:20]3=[O:21])[c:17]2[CH:18]=[CH2:19])[CH2:5][CH2:6][NH:7]1,[CH3:1][CH:2]1[CH2:3][N:4]([c:15]2[c:13]([F:14])[cH:12][c:11]3[c:10]([n:9]([CH:8]4[CH2:27][CH2:28]4)[cH:26][c:22]([C:23]([OH:24])=[O:25])[c:20]3=[O:21])[c:17]2[CH:18]=[CH2:19])[CH2:5][CH2:6][NH:7]1.[CH3:1][CH:2]1[CH2:3][NH:4][CH2:5][CH2:6][N:7]1[c:13]1[cH:12][c:11]2[c:10]([n:9]([CH:8]3[CH2:27][CH2:28]3)[cH:26][c:22]([C:23]([OH:24])=[O:25])[c:20]2=[O:21])[c:17]([CH:18]=[CH2:19])[c:15]1[F:16].[CH3:1][CH:2]1[CH2:3][NH:4][CH2:5][CH2:6][N:7]1[c:15]1[c:13]([F:14])[cH:12][c:11]2[c:10]([n:9]([CH:8]3[CH2:27][CH2:28]3)[cH:26][c:22]([C:23]([OH:24])=[O:25])[c:20]2=[O:21])[c:17]1[CH:18]=[CH2:19].[CH3:1][CH:2]1[CH2:3][N:4]([c:13]2[cH:12][c:11]3[c:10]([n:9]([CH:8]4[CH2:27][CH2:28]4)[cH:26][c:22]([C:23]([OH:24])=[O:25])[c:20]3=[O:21])[c:17]([CH:18]=[CH2:19])[c:15]2[F:16])[CH2:5][CH2:6][NH:7]1,US05047538
3400,118638,[F:1][c:2]1[c:3]([F:4])[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1.[F:22][c:23]1[cH:24][c:25]([CH:26]2[CH2:27][NH:28][CH2:29][CH2:30][NH:31]2)[cH:32][cH:33][cH:34]1>>[F:1][c:2]1[c:3]([N:28]2[CH2:27][CH:26]([c:25]3[cH:24][c:23]([F:22])[cH:34][cH:33][cH:32]3)[NH:31][CH2:30][CH2:29]2)[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1,[F:1][c:2]1[c:3]([N:28]2[CH2:27][CH:26]([c:25]3[cH:24][c:23]([F:22])[cH:34][cH:33][cH:32]3)[NH:31][CH2:30][CH2:29]2)[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1.[c:2]1([N:31]2[CH:26]([c:25]3[cH:24][c:23]([F:22])[cH:34][cH:33][cH:32]3)[CH2:27][NH:28][CH2:29][CH2:30]2)[c:3]([F:4])[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1.[F:1][c:2]1[c:3]([N:31]2[CH:26]([c:25]3[cH:24][c:23]([F:22])[cH:34][cH:33][cH:32]3)[CH2:27][NH:28][CH2:29][CH2:30]2)[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1.[c:23]12[cH:24][c:25]([cH:32][cH:33][cH:34]1)[CH:26]1[CH2:27][NH:28][CH2:29][CH2:30][N:31]21.[c:2]1([N:28]2[CH2:27][CH:26]([c:25]3[cH:24][c:23]([F:22])[cH:34][cH:33][cH:32]3)[NH:31][CH2:30][CH2:29]2)[c:3]([F:4])[cH:5][c:6]2[n:7][c:8]3[n:9]([CH3:10])[cH:11][c:12]([C:13]([OH:14])=[O:15])[c:16](=[O:17])[c:18]3[cH:19][c:20]2[cH:21]1.[c:23]12[cH:24][c:25]([cH:32][cH:33][cH:34]1)[CH:26]1[CH2:27][N:28]2[CH2:29][CH2:30][NH:31]1,US05053509
3401,118432,[C:1]([NH:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][NH:8][CH2:9]1)(=[O:10])[CH3:11].[CH:12]1([n:13]2[c:14]3[c:15]([cH:16][c:17]([F:18])[c:19]([F:20])[c:21]3[F:22])[c:23](=[O:24])[c:25]([C:26]([OH:27])=[O:28])[cH:29]2)[CH2:30][CH2:31]1>C(N(CC)CC)C>[C:1]([NH:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][N:8]([c:19]2[c:17]([F:18])[cH:16][c:15]3[c:14]([n:13]([CH:12]4[CH2:30][CH2:31]4)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23]3=[O:24])[c:21]2[F:22])[CH2:9]1)(=[O:10])[CH3:11],[C:1]([NH:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][N:8]([c:19]2[c:17]([F:18])[cH:16][c:15]3[c:14]([n:13]([CH:12]4[CH2:30][CH2:31]4)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23]3=[O:24])[c:21]2[F:22])[CH2:9]1)(=[O:10])[CH3:11].[C:1]([N:2]([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][NH:8][CH2:9]1)[c:17]1[cH:16][c:15]2[c:14]([n:13]([CH:12]3[CH2:30][CH2:31]3)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23]2=[O:24])[c:21]([F:22])[c:19]1[F:20])(=[O:10])[CH3:11].[C:1]([N:2]([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][NH:8][CH2:9]1)[c:19]1[c:17]([F:18])[cH:16][c:15]2[c:14]([n:13]([CH:12]3[CH2:30][CH2:31]3)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23]2=[O:24])[c:21]1[F:22])(=[O:10])[CH3:11].[C:1]([N:2]([CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][NH:8][CH2:9]1)[c:21]1[c:14]2[n:13]([CH:12]3[CH2:30][CH2:31]3)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23](=[O:24])[c:15]2[cH:16][c:17]([F:18])[c:19]1[F:20])(=[O:10])[CH3:11].[C:1]([NH:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][N:8]([c:17]2[cH:16][c:15]3[c:14]([n:13]([CH:12]4[CH2:30][CH2:31]4)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23]3=[O:24])[c:21]([F:22])[c:19]2[F:20])[CH2:9]1)(=[O:10])[CH3:11].[C:1]([NH:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH2:7][N:8]([c:21]2[c:14]3[n:13]([CH:12]4[CH2:30][CH2:31]4)[cH:29][c:25]([C:26]([OH:27])=[O:28])[c:23](=[O:24])[c:15]3[cH:16][c:17]([F:18])[c:19]2[F:20])[CH2:9]1)(=[O:10])[CH3:11],US05051509
3402,118640,[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([F:8])[c:9]([F:10])[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22].[F:23][c:24]1[cH:25][c:26]([CH:27]2[CH2:28][NH:29][CH2:30][CH2:31][NH:32]2)[cH:33][cH:34][cH:35]1>>[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([N:29]4[CH2:28][CH:27]([c:26]5[cH:25][c:24]([F:23])[cH:35][cH:34][cH:33]5)[NH:32][CH2:31][CH2:30]4)[c:9]([F:10])[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22],[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([N:29]4[CH2:28][CH:27]([c:26]5[cH:25][c:24]([F:23])[cH:35][cH:34][cH:33]5)[NH:32][CH2:31][CH2:30]4)[c:9]([F:10])[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22].[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([N:32]4[CH:27]([c:26]5[cH:25][c:24]([F:23])[cH:35][cH:34][cH:33]5)[CH2:28][NH:29][CH2:30][CH2:31]4)[c:9]([F:10])[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22].[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([F:8])[c:9]([N:32]4[CH:27]([c:26]5[cH:25][c:24]([F:23])[cH:35][cH:34][cH:33]5)[CH2:28][NH:29][CH2:30][CH2:31]4)[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22].[c:24]12[cH:25][c:26]([cH:33][cH:34][cH:35]1)[CH:27]1[CH2:28][NH:29][CH2:30][CH2:31][N:32]21.[CH2:1]([n:2]1[c:3]2[n:4][c:5]3[cH:6][c:7]([F:8])[c:9]([N:29]4[CH2:28][CH:27]([c:26]5[cH:25][c:24]([F:23])[cH:35][cH:34][cH:33]5)[NH:32][CH2:31][CH2:30]4)[cH:11][c:12]3[cH:13][c:14]2[c:15](=[O:16])[c:17]([C:18]([OH:19])=[O:20])[cH:21]1)[CH3:22].[c:24]12[cH:25][c:26]([cH:33][cH:34][cH:35]1)[CH:27]1[CH2:28][N:29]2[CH2:30][CH2:31][NH:32]1,US05053509
3403,118673,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[NH:8][CH2:9][CH2:10][NH:11][CH2:12]2)[cH:13][cH:14]1.[CH:15]1([n:16]2[c:17]3[n:18][c:19]4[cH:20][c:21]([F:22])[c:23]([F:24])[cH:25][c:26]4[cH:27][c:28]3[c:29](=[O:30])[c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[cH:37]2)[CH2:38][CH2:39]1>CS(C)=O>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[NH:8][CH2:9][CH2:10][N:11]([c:21]3[cH:20][c:19]4[n:18][c:17]5[n:16]([CH:15]6[CH2:38][CH2:39]6)[cH:37][c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[c:29](=[O:30])[c:28]5[cH:27][c:26]4[cH:25][c:23]3[F:24])[CH2:12]2)[cH:13][cH:14]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[NH:8][CH2:9][CH2:10][N:11]([c:21]3[cH:20][c:19]4[n:18][c:17]5[n:16]([CH:15]6[CH2:38][CH2:39]6)[cH:37][c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[c:29](=[O:30])[c:28]5[cH:27][c:26]4[cH:25][c:23]3[F:24])[CH2:12]2)[cH:13][cH:14]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[N:8]([c:21]3[cH:20][c:19]4[n:18][c:17]5[n:16]([CH:15]6[CH2:38][CH2:39]6)[cH:37][c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[c:29](=[O:30])[c:28]5[cH:27][c:26]4[cH:25][c:23]3[F:24])[CH2:9][CH2:10][NH:11][CH2:12]2)[cH:13][cH:14]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[N:8]([c:23]3[c:21]([F:22])[cH:20][c:19]4[n:18][c:17]5[n:16]([CH:15]6[CH2:38][CH2:39]6)[cH:37][c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[c:29](=[O:30])[c:28]5[cH:27][c:26]4[cH:25]3)[CH2:9][CH2:10][NH:11][CH2:12]2)[cH:13][cH:14]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[NH:8][CH2:9][CH2:10][N:11]([c:23]3[c:21]([F:22])[cH:20][c:19]4[n:18][c:17]5[n:16]([CH:15]6[CH2:38][CH2:39]6)[cH:37][c:31]([C:32]([O:33][CH2:34][CH3:35])=[O:36])[c:29](=[O:30])[c:28]5[cH:27][c:26]4[cH:25]3)[CH2:12]2)[cH:13][cH:14]1,US05053509
3404,118681,[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([F:8])[c:9]([F:10])[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1.[o:26]1[cH:27][cH:28][cH:29][c:30]1[CH:31]1[CH2:32][NH:33][CH2:34][CH2:35][NH:36]1>>[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([N:33]5[CH2:32][CH:31]([c:30]6[o:26][cH:27][cH:28][cH:29]6)[NH:36][CH2:35][CH2:34]5)[c:9]([F:10])[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1,[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([N:33]5[CH2:32][CH:31]([c:30]6[o:26][cH:27][cH:28][cH:29]6)[NH:36][CH2:35][CH2:34]5)[c:9]([F:10])[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1.[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([N:36]5[CH:31]([c:30]6[o:26][cH:27][cH:28][cH:29]6)[CH2:32][NH:33][CH2:34][CH2:35]5)[c:9]([F:10])[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1.[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([F:8])[c:9]([N:36]5[CH:31]([c:30]6[o:26][cH:27][cH:28][cH:29]6)[CH2:32][NH:33][CH2:34][CH2:35]5)[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1.[CH:1]1([n:2]2[c:3]3[n:4][c:5]4[cH:6][c:7]([F:8])[c:9]([N:33]5[CH2:32][CH:31]([c:30]6[o:26][cH:27][cH:28][cH:29]6)[NH:36][CH2:35][CH2:34]5)[cH:11][c:12]4[cH:13][c:14]3[c:15](=[O:16])[c:17]([C:18]([O:19][CH2:20][CH3:21])=[O:22])[cH:23]2)[CH2:24][CH2:25]1,US05053509
3405,118671,[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([F:14])[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH3:25][O:26][c:27]1[cH:28][cH:29][c:30]([CH:31]2[CH2:32][NH:33][CH2:34][CH2:35][NH:36]2)[cH:37][cH:38]1>>[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24],[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([N:36]4[CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[CH2:32][NH:33][CH2:34][CH2:35]4)[c:13]([F:14])[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:36]4[CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[CH2:32][NH:33][CH2:34][CH2:35]4)[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[c:13]([F:14])[cH:15][c:16]3[n:17][c:18]2[n:19]([CH2:20][CH3:21])[cH:22]1)=[O:23])[CH3:24],US05053509
3406,118676,[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([F:14])[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH3:25][O:26][c:27]1[cH:28][cH:29][c:30]([CH:31]2[CH2:32][NH:33][CH2:34][CH2:35][NH:36]2)[cH:37][cH:38]1>CS(C)=O>[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24],[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([N:36]4[CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[CH2:32][NH:33][CH2:34][CH2:35]4)[c:13]([F:14])[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([N:36]4[CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[CH2:32][NH:33][CH2:34][CH2:35]4)[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([F:14])[c:15]([N:36]4[CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[CH2:32][NH:33][CH2:34][CH2:35]4)[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[c:13]([F:14])[c:15]([F:16])[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24].[CH2:1]([O:2][C:3]([c:4]1[c:5](=[O:6])[c:7]2[cH:8][c:9]3[cH:10][c:11]([F:12])[c:13]([F:14])[c:15]([N:33]4[CH2:32][CH:31]([c:30]5[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:38][cH:37]5)[NH:36][CH2:35][CH2:34]4)[c:17]3[n:18][c:19]2[n:20]([CH3:21])[cH:22]1)=[O:23])[CH3:24],US05053509
